,Model,Company,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
218,Skoda Rapid 1.6,Skoda,Mumbai,2017,10500.0,Petrol,Automatic,First,14.3,1598.0,103.52,5,8.9
219,Skoda Superb Style,Skoda,Hyderabad,2017,26000.0,Petrol,Automatic,First,14.67,1798.0,177.46,5,26.0
220,Hyundai i20 Active,Hyundai,Coimbatore,2018,25166.0,Petrol,Manual,First,17.19,1197.0,81.86,5,8.22
221,Honda Amaze VX,Honda,Kolkata,2014,64000.0,Diesel,Manual,Second,25.8,1498.0,98.6,5,3.5
222,Maruti Wagon R,Maruti,Chennai,2004,61000.0,Petrol,Manual,Second,18.9,998.0,67.1,5,1.25
223,Mahindra Verito 1.5,Mahindra,Hyderabad,2013,107000.0,Diesel,Manual,First,21.03,1461.0,65.0,5,3.7
224,Mercedes-Benz New C-Class,Mercedes-Benz,Coimbatore,2018,29161.0,Diesel,Automatic,First,19.27,2143.0,167.62,5,39.41
225,Maruti Wagon R,Maruti,Kolkata,2013,32000.0,Petrol,Manual,First,22.5,998.0,67.04,5,2.65
226,Nissan Terrano XV,Nissan,Coimbatore,2015,46173.0,Diesel,Manual,Second,19.01,1461.0,108.5,5,8.92
227,Maruti Swift VDI,Maruti,Delhi,2013,47000.0,Diesel,Manual,First,17.8,1248.0,88.0,5,4.1
228,Mini Cooper Convertible,Mini,Kochi,2017,26327.0,Petrol,Automatic,First,16.82,1998.0,189.08,4,35.67
229,Ford Figo Diesel,Ford,Bangalore,2015,70436.0,Diesel,Manual,First,0.0,1498.0,99.0,5,3.6
230,Tata Indica V2,Tata,Jaipur,2007,200000.0,Diesel,Manual,Second,17.2,1396.0,53.5,5,0.85
231,Chevrolet Beat LT,Chevrolet,Kochi,2016,60813.0,Petrol,Manual,Second,18.6,1199.0,76.8,5,3.32
232,Volkswagen Polo Diesel,Volkswagen,Mumbai,2012,45000.0,Diesel,Manual,First,22.07,1199.0,73.9,5,3.6
233,Maruti Swift ZDi,Maruti,Hyderabad,2016,64000.0,Diesel,Manual,First,22.9,1248.0,74.0,5,6.8
234,Ford Figo Diesel,Ford,Kolkata,2012,41284.0,Diesel,Manual,First,20.0,1399.0,68.05,5,2.5
235,Toyota Innova Crysta,Toyota,Kochi,2019,14165.0,Diesel,Automatic,First,11.36,2755.0,171.5,7,19.64
236,Hyundai Santa Fe,Hyundai,Mumbai,2011,67000.0,Diesel,Automatic,Second,11.72,2199.0,194.3,7,7.0
237,Honda City i-VTEC,Honda,Kolkata,2011,32572.0,Petrol,Manual,First,17.4,1497.0,117.3,5,3.87
238,Hyundai i20 1.2,Hyundai,Kochi,2018,14960.0,Petrol,Manual,First,18.6,1197.0,81.83,5,6.27
239,Mercedes-Benz New C-Class,Mercedes-Benz,Kochi,2015,55980.0,Diesel,Automatic,First,19.27,2143.0,167.62,5,18.12
240,Chevrolet Beat Diesel,Chevrolet,Mumbai,2013,74000.0,Diesel,Manual,First,25.44,936.0,57.6,5,2.65
241,Hyundai i20 Sportz,Hyundai,Kochi,2015,56847.0,Diesel,Manual,First,22.54,1396.0,88.73,5,7.2
242,Toyota Innova 2.5,Toyota,Coimbatore,2015,121374.0,Diesel,Manual,First,12.99,2494.0,100.6,7,14.3
243,Maruti Ertiga VDI,Maruti,Chennai,2013,52000.0,Diesel,Manual,First,20.77,1248.0,88.76,7,6.9
244,Toyota Innova 2.5,Toyota,Mumbai,2014,118000.0,Diesel,Manual,First,12.8,2494.0,102.0,7,10.75
245,Hyundai Santro Xing,Hyundai,Mumbai,2007,72000.0,Petrol,Manual,Third,17.0,1086.0,88.0,5,0.95
246,Honda City i,Honda,Kochi,2016,33915.0,Petrol,Manual,First,17.8,1497.0,117.3,5,8.09
247,BMW X1 sDrive20d,BMW,Ahmedabad,2014,82002.0,Diesel,Automatic,First,17.05,1995.0,184.0,5,18.5
248,Hyundai Grand i10,Hyundai,Mumbai,2017,33000.0,Diesel,Manual,First,24.0,1120.0,70.0,5,4.75
249,Maruti Ciaz 1.3,Maruti,Chennai,2016,34000.0,Diesel,Manual,First,28.09,1248.0,88.5,5,8.45
250,Skoda Rapid Leisure,Skoda,Kolkata,2012,55000.0,Diesel,Manual,First,20.5,1598.0,103.6,5,3.5
251,Hyundai Accent CRDi,Hyundai,Kochi,2006,160538.0,Diesel,Manual,First,13.1,1493.0,82.0,5,1.8
252,Volkswagen Polo GT,Volkswagen,Jaipur,2014,60000.0,Diesel,Manual,Second,19.91,1498.0,103.6,5,3.7
253,Honda Jazz 1.2,Honda,Coimbatore,2017,49575.0,Petrol,Manual,First,18.7,1199.0,88.7,5,7.17
254,Hyundai i10 Era,Hyundai,Jaipur,2010,83000.0,Petrol,Manual,First,19.81,1086.0,68.05,5,1.75
255,Hyundai Tucson 2.0,Hyundai,Kochi,2018,51346.0,Diesel,Automatic,First,16.38,1995.0,183.0,5,21.99
256,Toyota Innova Crysta,Toyota,Pune,2017,43000.0,Diesel,Manual,First,13.68,2393.0,147.8,7,18.65
257,Maruti Omni MPI,Maruti,Jaipur,2011,35000.0,Petrol,Manual,Third,19.7,796.0,35.0,5,1.85
258,Maruti Swift VXI,Maruti,Coimbatore,2017,27872.0,Petrol,Manual,Second,20.4,1197.0,81.8,5,5.95
259,Hyundai Grand i10,Hyundai,Mumbai,2014,16514.0,Petrol,Manual,First,18.9,1197.0,82.0,5,3.75
260,Maruti Swift VDI,Maruti,Pune,2012,120000.0,Diesel,Manual,First,22.9,1248.0,74.0,5,3.75
261,Hyundai Verna CRDi,Hyundai,Hyderabad,2008,143275.0,Diesel,Manual,First,22.0,1582.0,126.2,5,2.6
262,Hyundai Santro Xing,Hyundai,Hyderabad,2006,99000.0,Petrol,Manual,First,0.0,1086.0,88.0,5,1.75
263,Hyundai i20 1.2,Hyundai,Mumbai,2010,52000.0,Petrol,Manual,First,17.0,1197.0,80.0,5,2.8
264,Mercedes-Benz GLE 350d,Mercedes-Benz,Coimbatore,2017,29819.0,Diesel,Automatic,First,11.57,2987.0,254.79,5,61.29
265,Mercedes-Benz New C-Class,Mercedes-Benz,Bangalore,2014,57000.0,Diesel,Manual,Second,15.8,2148.0,170.0,5,18.0
266,Maruti Ritz ZDi,Maruti,Hyderabad,2014,88500.0,Diesel,Manual,First,23.2,1248.0,73.94,5,4.35
267,Hyundai Creta 1.6,Hyundai,Bangalore,2016,28000.0,Diesel,Manual,First,19.67,1582.0,126.2,5,13.75
268,Maruti A-Star Vxi,Maruti,Pune,2010,67000.0,Petrol,Manual,First,19.0,998.0,66.1,5,2.0
269,Renault Duster 110PS,Renault,Delhi,2016,26000.0,Diesel,Manual,First,19.64,1461.0,108.45,5,10.0
270,Fiat Grande Punto,Fiat,Delhi,2010,120000.0,Diesel,Manual,First,17.8,1248.0,76.0,5,1.65
271,BMW X3 xDrive30d,BMW,Coimbatore,2017,51982.0,Diesel,Automatic,First,16.55,2993.0,258.0,5,45.77
272,Hyundai i10 Sportz,Hyundai,Bangalore,2010,36000.0,Petrol,Manual,Second,20.36,1197.0,78.9,5,3.25
273,Toyota Innova 2.5,Toyota,Pune,2016,47000.0,Diesel,Manual,First,12.8,2494.0,102.0,7,12.8
274,Maruti Zen VXI,Maruti,Mumbai,2002,60000.0,Petrol,Manual,Third,17.3,993.0,60.0,5,0.55
275,Maruti Swift VDI,Maruti,Hyderabad,2018,31025.0,Diesel,Manual,First,28.4,1248.0,74.0,5,7.15
276,Mahindra Scorpio VLX,Mahindra,Pune,2013,105000.0,Diesel,Manual,Second,12.05,2179.0,120.0,8,7.0
277,Tata Zest Quadrajet,Tata,Pune,2017,121900.0,Diesel,Manual,First,22.95,1248.0,74.0,5,3.75
278,Ford EcoSport 1.0,Ford,Mumbai,2017,22695.0,Petrol,Manual,First,18.88,999.0,123.24,5,8.5
279,Maruti Swift Dzire,Maruti,Jaipur,2012,73000.0,Diesel,Manual,First,23.4,1248.0,74.0,5,4.35
280,Maruti Alto 800,Maruti,Kochi,2016,32227.0,Petrol,Manual,First,22.74,796.0,47.3,5,3.26
281,Honda City 1.5,Honda,Jaipur,2011,55000.0,Petrol,Manual,First,17.0,1497.0,118.0,5,4.21
282,Audi Q7 3.0,Audi,Kochi,2018,11287.0,Diesel,Automatic,First,12.07,2967.0,241.4,7,70.36
283,Skoda Laura 1.9,Skoda,Mumbai,2009,48000.0,Diesel,Automatic,Second,17.0,1896.0,105.0,5,2.95
284,Hyundai Verna 1.6,Hyundai,Kochi,2012,54308.0,Petrol,Manual,First,17.1,1591.0,121.3,5,4.28
285,Honda City 1.5,Honda,Jaipur,2009,78442.0,Petrol,Automatic,First,16.8,1497.0,118.0,5,3.57
286,Hyundai i20 Magna,Hyundai,Kolkata,2013,46000.0,Diesel,Manual,First,21.9,1396.0,88.8,5,3.11
287,Hyundai i20 Sportz,Hyundai,Coimbatore,2014,45051.0,Petrol,Automatic,First,15.0,1396.0,98.6,5,5.96
288,Volkswagen Vento Diesel,Volkswagen,Hyderabad,2011,69000.0,Diesel,Manual,First,20.54,1598.0,103.6,5,4.7
289,Honda City i,Honda,Ahmedabad,2014,49000.0,Petrol,Manual,First,17.4,1497.0,117.3,5,6.9
290,Tata Zest Quadrajet,Tata,Pune,2018,45000.0,Diesel,Manual,First,22.95,1248.0,74.0,5,5.25
291,BMW 5 Series,BMW,Pune,2015,64000.0,Diesel,Automatic,First,18.48,1995.0,177.0,5,28.0
292,Maruti Wagon R,Maruti,Delhi,2009,60000.0,Petrol,Manual,First,18.9,1061.0,67.0,5,1.35
293,Honda Jazz VX,Honda,Delhi,2015,62178.0,Petrol,Manual,First,18.2,1199.0,88.7,5,4.85
294,Volkswagen Jetta 2007-2011,Volkswagen,Coimbatore,2012,58006.0,Diesel,Manual,First,15.0,1896.0,105.0,5,6.7
295,Hyundai i10 Magna,Hyundai,Hyderabad,2010,74000.0,Petrol,Manual,First,20.36,1197.0,78.9,5,3.1
296,Mercedes-Benz New C-Class,Mercedes-Benz,Kochi,2015,77771.0,Diesel,Automatic,First,19.27,2143.0,170.0,5,18.64
297,Hyundai i10 Magna,Hyundai,Pune,2012,45275.0,Petrol,Manual,First,20.36,1197.0,78.9,5,2.8
298,Toyota Innova Crysta,Toyota,Chennai,2016,48000.0,Diesel,Manual,First,13.68,2393.0,147.8,7,20.25
299,Audi A6 2011-2015,Audi,Kochi,2015,31652.0,Diesel,Automatic,First,17.68,1968.0,174.33,5,26.78
300,Toyota Innova 2.5,Toyota,Hyderabad,2010,109000.0,Diesel,Manual,Second,12.99,2494.0,100.6,7,8.26
301,Volkswagen Polo Petrol,Volkswagen,Mumbai,2015,31978.0,Petrol,Manual,First,16.47,1198.0,73.9,5,3.89
302,Maruti Alto K10,Maruti,Hyderabad,2011,70000.0,Petrol,Manual,First,20.92,998.0,67.1,5,2.1
303,Honda City i-VTEC,Honda,Mumbai,2017,15000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5,12.69
304,Tata Indigo LX,Tata,Coimbatore,2013,59138.0,Diesel,Manual,First,17.0,1405.0,70.0,5,2.58
305,Audi A6 2011-2015,Audi,Kochi,2014,61726.0,Diesel,Automatic,First,17.68,1968.0,174.33,5,20.77
306,Mercedes-Benz GLA Class,Mercedes-Benz,Delhi,2015,48000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5,20.26
307,Hyundai Santro Xing,Hyundai,Chennai,2006,58000.0,Petrol,Manual,Second,0.0,1086.0,88.0,5,1.5
308,Maruti Swift VDI,Maruti,Kolkata,2011,60020.0,Diesel,Manual,First,17.8,1248.0,88.0,5,2.5
309,Maruti Celerio VXI,Maruti,Hyderabad,2014,77815.0,Petrol,Automatic,First,23.1,998.0,67.04,5,4.25
310,Mercedes-Benz GLE 250d,Mercedes-Benz,Hyderabad,2017,29000.0,Diesel,Automatic,First,17.9,2143.0,201.15,5,57.0
311,Land Rover Range,Land,Delhi,2017,44000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5,44.0
312,Volkswagen Vento Diesel,Volkswagen,Hyderabad,2011,108626.0,Diesel,Manual,First,20.54,1598.0,103.6,5,3.65
313,Maruti Omni 8,Maruti,Hyderabad,2012,71791.0,Petrol,Manual,First,14.0,796.0,35.0,5,2.05
314,Honda Brio 1.2,Honda,Kochi,2012,91931.0,Petrol,Manual,First,18.5,1198.0,86.8,5,3.13
315,Tata Sumo Delux,Tata,Hyderabad,2000,158000.0,Diesel,Manual,Second,14.07,2956.0,83.1,7,1.5
316,Tata Indica Vista,Tata,Pune,2012,91183.0,Diesel,Manual,First,18.0,1248.0,75.0,5,2.85
317,Maruti Wagon R,Maruti,Delhi,2012,65000.0,Petrol,Manual,First,18.9,998.0,67.1,5,2.65
318,Mahindra XUV500 W8,Mahindra,Hyderabad,2015,88428.0,Diesel,Manual,First,16.0,2179.0,140.0,7,10.6
319,Tata Indigo LS,Tata,Pune,2008,138000.0,Diesel,Manual,Second,17.1,1396.0,70.0,5,1.25
320,Maruti Ertiga Paseo,Maruti,Mumbai,2018,18000.0,Petrol,Manual,First,16.02,1373.0,93.7,7,8.25
321,Honda Accord 2.4,Honda,Mumbai,2011,60000.0,Petrol,Automatic,First,11.7,2354.0,177.6,5,4.45
322,Maruti Swift Dzire,Maruti,Kolkata,2012,48000.0,Diesel,Manual,First,19.3,1248.0,73.9,5,3.7
323,Ford Fiesta EXi,Ford,Hyderabad,2009,160000.0,Diesel,Manual,First,17.8,1399.0,68.0,5,2.8
324,Honda City ZX,Honda,Kolkata,2008,40000.0,Petrol,Manual,First,17.7,1497.0,78.0,5,1.8
325,Audi A6 2011-2015,Audi,Kochi,2014,51495.0,Diesel,Automatic,First,17.68,1968.0,174.33,5,21.95
326,BMW 6 Series,BMW,Mumbai,2011,30000.0,Diesel,Automatic,First,9.52,2993.0,313.0,4,49.0
327,Audi Q7 45,Audi,Coimbatore,2017,97430.0,Diesel,Automatic,First,14.75,2967.0,245.0,7,62.67
328,Maruti Zen Estilo,Maruti,Pune,2008,42496.0,CNG,Manual,First,26.3,998.0,67.1,5,1.4
329,Hyundai i20 1.4,Hyundai,Pune,2012,83000.0,Diesel,Manual,First,23.0,1396.0,90.0,5,5.5
330,Hyundai i10 Sportz,Hyundai,Bangalore,2009,37000.0,Petrol,Automatic,Third,16.95,1197.0,78.9,5,2.95
331,Honda Jazz 1.2,Honda,Kochi,2016,28503.0,Petrol,Automatic,First,19.0,1199.0,88.7,5,6.86
332,Maruti Swift VDI,Maruti,Hyderabad,2015,76496.0,Diesel,Manual,First,25.2,1248.0,74.0,5,6.15
333,Hyundai i20 Asta,Hyundai,Pune,2011,79152.0,Petrol,Manual,Second,18.5,1197.0,82.85,5,3.3
334,Volkswagen Polo Petrol,Volkswagen,Kolkata,2011,32000.0,Petrol,Manual,First,16.47,1198.0,73.9,5,2.55
335,Maruti Alto LXi,Maruti,Ahmedabad,2009,35000.0,Petrol,Manual,First,19.7,796.0,46.3,5,1.5
336,Toyota Corolla H4,Toyota,Chennai,2004,105000.0,Petrol,Automatic,Second,11.3,1794.0,125.0,5,2.5
337,Maruti Alto LXi,Maruti,Chennai,2006,56000.0,Petrol,Manual,Second,19.7,796.0,46.3,5,1.4
338,Tata Manza ELAN,Tata,Pune,2012,73000.0,Diesel,Manual,First,21.12,1248.0,88.8,5,3.4
339,Maruti Alto LXi,Maruti,Pune,2012,38000.0,Petrol,Manual,First,19.7,796.0,46.3,5,2.25
340,Skoda Octavia Ambition,Skoda,Kolkata,2013,775000.0,Diesel,Automatic,First,19.3,1968.0,141.0,5,7.5
341,Toyota Corolla H4,Toyota,Kolkata,2008,80000.0,Petrol,Automatic,First,11.3,1794.0,125.0,5,2.8
342,Hyundai i20 Asta,Hyundai,Coimbatore,2016,24973.0,Petrol,Manual,First,18.6,1197.0,81.83,5,7.66
343,Maruti Vitara Brezza,Maruti,Chennai,2016,45000.0,Diesel,Manual,First,24.3,1248.0,88.5,5,7.15
344,Honda City 1.5,Honda,Delhi,2010,87430.0,Petrol,Manual,First,17.0,1497.0,118.0,5,3.5
345,Tata Indica Vista,Tata,Hyderabad,2014,133944.0,Diesel,Manual,Second,18.0,1248.0,75.0,5,3.5
346,Honda Amaze S,Honda,Kolkata,2013,57000.0,Diesel,Manual,First,25.8,1498.0,98.6,5,3.45
347,Hyundai EON D,Hyundai,Coimbatore,2016,27904.0,Petrol,Manual,First,21.1,814.0,55.2,5,3.55
348,BMW 3 Series,BMW,Kochi,2015,30717.0,Diesel,Automatic,Second,21.76,1995.0,190.0,5,25.99
349,Hyundai Verna 1.6,Hyundai,Bangalore,2012,80000.0,Diesel,Manual,First,22.32,1582.0,126.32,5,5.25
350,Tata Manza Club,Tata,Ahmedabad,2013,47304.0,Diesel,Manual,First,21.02,1248.0,88.8,5,2.9
351,Skoda Octavia RS,Skoda,Jaipur,2005,100000.0,Petrol,Automatic,First,14.45,1984.0,227.0,5,2.05
352,Maruti Alto K10,Maruti,Pune,2017,30000.0,Petrol,Manual,First,24.07,998.0,67.1,5,3.75
353,Ford Ecosport 1.5,Ford,Mumbai,2014,68000.0,Diesel,Manual,First,22.7,1498.0,89.84,5,6.75
354,Chevrolet Spark 1.0,Chevrolet,Kolkata,2011,21000.0,Petrol,Manual,Second,18.0,995.0,62.0,5,0.95
355,Jaguar XF 2.0,Jaguar,Hyderabad,2017,21000.0,Diesel,Automatic,First,19.33,1999.0,177.0,5,52.0
356,Honda CR-V RVi,Honda,Jaipur,2007,119000.0,Petrol,Manual,Third,13.1,1997.0,141.1,5,3.91
357,Skoda Superb L&K,Skoda,Kochi,2019,13747.0,Petrol,Automatic,First,14.67,1798.0,177.46,5,27.3
358,Hyundai i10 Magna,Hyundai,Chennai,2009,620000.0,Petrol,Manual,First,20.36,1197.0,78.9,5,2.7
359,Maruti Swift LDI,Maruti,Delhi,2013,70000.0,Diesel,Manual,First,22.9,1248.0,74.0,5,3.5
360,Maruti Swift Dzire,Maruti,Mumbai,2016,18000.0,Petrol,Automatic,First,18.5,1197.0,83.14,5,6.2
361,Nissan Micra Diesel,Nissan,Chennai,2011,83000.0,Diesel,Manual,First,23.08,1461.0,63.1,5,2.75
362,Maruti Swift Dzire,Maruti,Mumbai,2015,130000.0,Diesel,Manual,First,23.4,1248.0,74.0,5,3.25
363,Ford Fiesta Classic,Ford,Pune,2012,63400.0,Diesel,Manual,First,17.8,1399.0,67.0,5,3.25
364,Maruti Zen LX,Maruti,Kolkata,2003,65000.0,Petrol,Manual,First,17.3,993.0,60.0,5,0.65
365,Mini Clubman Cooper,Mini,Pune,2017,8350.0,Petrol,Manual,First,13.8,1998.0,192.0,5,35.0
366,Toyota Etios GD,Toyota,Kolkata,2014,45000.0,Diesel,Manual,First,23.59,1364.0,67.05,5,3.25
367,Maruti Alto 800,Maruti,Kolkata,2018,26200.0,Petrol,Manual,First,24.7,796.0,47.3,5,2.9
368,Maruti Alto VXi,Maruti,Bangalore,2011,11000.0,Petrol,Manual,Third,18.9,796.0,47.0,5,2.9
369,BMW X5 3.0d,BMW,Bangalore,2009,90000.0,Diesel,Automatic,Second,11.0,2993.0,235.0,5,17.75
370,Nissan Teana XV,Nissan,Mumbai,2015,74000.0,Petrol,Automatic,Second,11.07,2496.0,179.5,5,8.25
371,Hyundai Grand i10,Hyundai,Coimbatore,2015,37081.0,Petrol,Automatic,First,18.9,1197.0,82.0,5,5.77
372,Maruti Vitara Brezza,Maruti,Hyderabad,2017,39000.0,Diesel,Manual,First,24.3,1248.0,88.5,5,9.49
373,Audi Q7 3.0,Audi,Mumbai,2008,99000.0,Diesel,Automatic,Third,12.07,2967.0,241.4,7,12.95
374,Mercedes-Benz GLA Class,Mercedes-Benz,Chennai,2015,38000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5,20.0
375,Maruti 800 AC,Maruti,Chennai,2007,72000.0,Petrol,Manual,Third,16.1,796.0,37.0,4,1.0
376,Renault Duster 85PS,Renault,Chennai,2015,93000.0,Diesel,Manual,Second,20.45,1461.0,83.8,5,7.1
377,Toyota Corolla Altis,Toyota,Mumbai,2017,5900.0,Diesel,Manual,First,21.43,1364.0,87.2,5,16.5
378,Mercedes-Benz New C-Class,Mercedes-Benz,Chennai,2014,25000.0,Diesel,Manual,First,15.8,2148.0,170.0,5,26.0
379,Maruti Ritz VDi,Maruti,Hyderabad,2010,68000.0,Diesel,Manual,Second,21.1,1248.0,73.9,5,3.2
380,Honda BRV i-VTEC,Honda,Kochi,2017,35676.0,Petrol,Automatic,First,16.0,1497.0,117.3,7,9.48
381,Hyundai Xcent 1.1,Hyundai,Kochi,2015,74310.0,Diesel,Manual,First,24.4,1120.0,71.0,5,4.0
382,Mercedes-Benz E-Class 2009-2013,Mercedes-Benz,Jaipur,2014,59364.0,Diesel,Automatic,First,14.21,2143.0,203.0,5,26.5
383,Mercedes-Benz B Class,Mercedes-Benz,Kochi,2014,41380.0,Petrol,Automatic,Second,14.8,1595.0,120.7,5,11.77
384,Mercedes-Benz E-Class 2015-2017,Mercedes-Benz,Bangalore,2017,33900.0,Diesel,Automatic,First,15.0,2143.0,204.0,5,37.0
385,Honda City i,Honda,Mumbai,2016,28000.0,Petrol,Manual,First,17.8,1497.0,117.3,5,8.75
386,Hyundai Santro Xing,Hyundai,Hyderabad,2007,50958.0,Petrol,Manual,First,17.0,1086.0,88.0,5,1.95
387,Honda City 1.5,Honda,Chennai,2011,93982.0,Petrol,Manual,First,17.0,1497.0,118.0,5,3.75
388,Hyundai Verna Transform,Hyundai,Pune,2010,95000.0,Petrol,Manual,First,16.2,1599.0,103.2,5,2.5
389,Jaguar XE Portfolio,Jaguar,Mumbai,2017,9000.0,Petrol,Automatic,First,13.5,1999.0,246.74,5,34.5
390,Honda Amaze S,Honda,Delhi,2015,52516.0,Petrol,Manual,First,18.0,1198.0,86.7,5,4.65
391,Mini Cooper Convertible,Mini,Bangalore,2015,20000.0,Petrol,Automatic,First,18.86,1598.0,122.0,4,32.0
392,Mercedes-Benz S Class,Mercedes-Benz,Coimbatore,2017,56451.0,Diesel,Automatic,First,13.5,2987.0,282.0,5,62.81
393,Hyundai EON Magna,Hyundai,Chennai,2014,37000.0,Petrol,Manual,First,21.1,814.0,55.2,5,3.25
394,Maruti Wagon R,Maruti,Kolkata,2014,17400.0,Petrol,Manual,First,20.51,998.0,67.04,5,3.1
395,Maruti Ritz LDi,Maruti,Coimbatore,2011,90207.0,Diesel,Manual,First,21.1,1248.0,73.9,5,3.91
396,BMW 3 Series,BMW,Chennai,2011,89616.0,Diesel,Automatic,First,16.07,1995.0,181.0,5,11.0
397,Tata Xenon XT,Tata,Pune,2014,85000.0,Diesel,Manual,First,13.49,2179.0,138.03,5,3.5
398,Audi A3 35,Audi,Chennai,2014,79271.0,Diesel,Automatic,First,20.38,1968.0,143.0,5,16.5
399,Land Rover Range,Land,Hyderabad,2012,56000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5,30.0
400,Mercedes-Benz GL-Class 2007,Mercedes-Benz,Pune,2010,85001.0,Diesel,Automatic,Second,12.0,2987.0,224.0,7,28.0
401,Mitsubishi Pajero Sport,Mitsubishi,Hyderabad,2018,12000.0,Diesel,Automatic,First,13.5,2477.0,175.56,7,28.0
402,Maruti Alto LX,Maruti,Jaipur,2010,125000.0,Petrol,Manual,First,19.7,796.0,46.3,5,0.92
403,Maruti Wagon R,Maruti,Pune,2013,53000.0,Petrol,Manual,First,14.0,1061.0,64.0,5,2.75
404,Land Rover Range,Land,Coimbatore,2017,34990.0,Diesel,Automatic,First,12.7,2179.0,187.7,5,53.83
405,Hyundai Verna 1.6,Hyundai,Pune,2011,49768.0,Petrol,Manual,Second,17.01,1591.0,121.3,5,4.95
406,BMW 5 Series,BMW,Hyderabad,2013,56000.0,Diesel,Automatic,First,16.73,2993.0,218.0,5,33.5
407,Jaguar XF Diesel,Jaguar,Bangalore,2013,75000.0,Diesel,Automatic,First,14.74,2993.0,270.9,5,27.95
408,Skoda Superb Elegance,Skoda,Hyderabad,2010,57000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5,7.25
409,Audi Q3 35,Audi,Kochi,2017,37542.0,Diesel,Automatic,First,15.73,1968.0,174.33,5,25.71
410,Land Rover Range,Land,Coimbatore,2014,95649.0,Diesel,Automatic,First,12.7,2179.0,187.7,5,29.67
411,Mercedes-Benz New C-Class,Mercedes-Benz,Jaipur,2013,35299.0,Diesel,Automatic,First,14.84,2143.0,170.0,5,19.0
412,Mahindra Scorpio S10,Mahindra,Kochi,2017,28464.0,Diesel,Manual,First,15.4,2179.0,120.0,7,13.05
413,BMW 3 Series,BMW,Mumbai,2015,41000.0,Diesel,Automatic,First,21.76,1995.0,190.0,5,25.5
414,Honda BR-V i-VTEC,Honda,Pune,2017,9000.0,Petrol,Manual,First,15.4,1497.0,117.3,7,8.5
415,Volvo S80 2006-2013,Volvo,Chennai,2010,92098.0,Diesel,Automatic,Second,16.0,2400.0,215.0,5,7.25
416,Hyundai Accent GLE,Hyundai,Pune,2005,5834.0,Petrol,Manual,First,13.2,1495.0,94.0,5,0.8
417,Hyundai i20 Active,Hyundai,Jaipur,2017,40250.0,Petrol,Manual,First,17.19,1197.0,81.86,5,6.9
418,Mercedes-Benz GLC 43,Mercedes-Benz,Coimbatore,2018,22397.0,Petrol,Automatic,First,11.5,2996.0,367.0,5,70.99
419,Hyundai EON Magna,Hyundai,Kolkata,2015,20800.0,Petrol,Manual,Second,21.1,814.0,55.2,5,2.25
420,Hyundai Grand i10,Hyundai,Kochi,2018,40322.0,Petrol,Manual,First,18.9,1197.0,81.86,5,5.5
421,Honda City 1.5,Honda,Mumbai,2013,52576.0,Petrol,Manual,First,13.0,1493.0,100.0,5,4.35
422,Volkswagen Polo Petrol,Volkswagen,Kolkata,2010,55000.0,Petrol,Manual,First,16.47,1198.0,73.9,5,2.25
423,Audi A6 35,Audi,Mumbai,2016,47000.0,Petrol,Automatic,First,15.26,1798.0,187.74,5,24.5
424,Volkswagen Jetta 2007-2011,Volkswagen,Hyderabad,2010,42021.0,Diesel,Manual,First,0.0,1968.0,88.0,5,5.45
425,Hyundai Creta 1.6,Hyundai,Coimbatore,2017,23163.0,Petrol,Manual,First,15.29,1591.0,121.3,5,12.03
426,Mercedes-Benz New C-Class,Mercedes-Benz,Mumbai,2011,50000.0,Petrol,Automatic,Second,11.74,1796.0,186.0,5,8.5
427,Mini Cooper Convertible,Mini,Mumbai,2014,11900.0,Petrol,Automatic,First,16.82,1998.0,189.08,4,28.5
428,Hyundai Santro Xing,Hyundai,Pune,2006,108000.0,Petrol,Manual,Second,17.0,1086.0,88.0,5,1.2
429,Toyota Etios VD,Toyota,Bangalore,2013,37000.0,Diesel,Manual,First,23.59,1364.0,67.04,5,5.75
430,Honda Brio S,Honda,Delhi,2014,30000.0,Petrol,Manual,Second,19.4,1198.0,86.8,5,3.2
431,Maruti Baleno Alpha,Maruti,Coimbatore,2018,12831.0,Petrol,Automatic,First,21.4,1197.0,83.1,5,9.89
432,Skoda Laura Ambiente,Skoda,Coimbatore,2012,143017.0,Diesel,Automatic,First,20.0,1968.0,138.1,5,6.58
433,Hyundai EON Era,Hyundai,Kochi,2018,13102.0,Petrol,Manual,First,21.1,814.0,55.2,5,4.06
434,Renault Captur 1.5,Renault,Coimbatore,2019,24950.0,Diesel,Manual,First,20.37,1461.0,108.45,5,13.37
435,BMW 5 Series,BMW,Coimbatore,2011,57832.0,Diesel,Automatic,First,16.2,2993.0,258.0,5,25.82
436,Maruti Alto 800,Maruti,Kochi,2016,34267.0,Petrol,Manual,First,22.74,796.0,47.3,5,3.74
437,Volvo V40 D3,Volvo,Bangalore,2015,33000.0,Diesel,Automatic,Second,16.8,1984.0,150.0,5,22.0
